parameter,value,race_time,P1,P2,P3,P4,first_half_frac,shape_spread,v1,k,baseline
tau,6.0,101.60471609047994,0.24999999974093007,0.24999999976461143,0.2499999985847854,0.25000000190967314,0.4999999995055415,3.324887754008188e-09,1.7999164529593144,286.6375,0.0
tau,8.0,102.15222951526303,0.24999999736974376,0.2500000008188424,0.2500000009027712,0.25000000090864277,0.49999999818858615,3.5388990071716364e-09,1.7902693146482929,286.6375,0.0
tau,10.0,102.70611363078194,0.2500000013648862,0.2500000044132776,0.249999999677813,0.24999999454402333,0.5000000057781637,9.869254247174553e-09,1.7806145373097604,286.6375,0.0
tau,12.0,103.26610792223616,0.2499999933669258,0.24999999998802885,0.2500000065633045,0.25000000008174084,0.49999999335495465,1.3196378711999301e-08,1.7709586284586527,286.6375,0.0
tau,14.0,103.83147521764283,0.24999999985445923,0.2500000027918043,0.2500000018197505,0.24999999553398597,0.5000000026462635,7.257818318562315e-09,1.7613156292263812,286.6375,0.0
tau,16.0,104.40097543681884,0.2500000000751056,0.24999999982406193,0.2500000001079622,0.24999999999287034,0.49999999989916755,2.8390026440838767e-10,1.7517077707356643,286.6375,0.0
tau,18.0,104.97301252784646,0.24999999535950015,0.2499999991004687,0.25000000431472685,0.2500000012253043,0.49999999445996884,8.955226699081109e-09,1.7421620947203498,286.6375,0.0
tau,20.0,105.5458387727073,0.2499999998094079,0.24999999682307913,0.25000000467921013,0.24999999868830283,0.49999999663248706,7.85613099574256e-09,1.7327068718763377,286.6375,0.0
tau,22.0,106.1177299749063,0.25000000469338013,0.2499999884311659,0.25000000985598597,0.249999997019468,0.499999993124546,2.142482008471447e-08,1.7233689093231106,286.6375,0.0
tau,24.0,106.6871015639397,0.24999999702606826,0.24999999974563575,0.250000003071568,0.250000000156728,0.49999999677170404,6.045499739704141e-09,1.7141716242603793,286.6375,0.0
tau,26.0,107.2525693410955,0.2500000017814891,0.24999999936936182,0.24999999783717752,0.2500000010119715,0.500000001150851,3.944311599557437e-09,1.7051339638791458,286.6375,0.0
tau,28.0,107.8129699787383,0.25000000019632806,0.25000000232952974,0.25000000246040904,0.24999999501373332,0.5000000025258577,7.4466757205016165e-09,1.6962708651143523,286.6375,0.0
tau,30.0,108.36735644139196,0.25,0.25,0.25,0.25,0.5,0.0,1.6875930723557562,286.6375,0.0
tau,32.0,108.91497994238443,0.25,0.25,0.25,0.25,0.5,0.0,1.6791078701638906,286.6375,0.0
tau,34.0,109.45526584453191,0.25,0.25,0.25,0.25,0.5,0.0,1.670819568057686,286.6375,0.0
tau,36.0,109.9877884136086,0.25,0.25,0.25,0.25,0.5,0.0,1.662730041559528,286.6375,0.0
tau,38.0,110.51224665301595,0.25,0.25,0.25,0.25,0.5,0.0,1.6548392195319566,286.6375,0.0
tau,40.0,111.02844253211643,0.25,0.25,0.25,0.25,0.5,0.0,1.6471455046043681,286.6375,0.0
beta_x,0.0,100.00001565979855,0.2500000069993562,0.2500000031204067,0.24999999414098026,0.24999999573925683,0.5000000101197629,1.28583759473333e-08,1.828799662411968,286.6375,0.0
beta_x,0.03,100.54935885327507,0.2490748097583125,0.2496936317113728,0.2503094004112199,0.2509221581190949,0.4987684414696853,0.0018473483607824026,1.8255641927479018,286.6375,0.0
beta_x,0.06,101.09176238609903,0.24817350611309882,0.2493990720098642,0.25061271150989106,0.2518147103671459,0.497572578122963,0.003641204254047098,1.8223636223140103,286.6375,0.0
beta_x,0.09,101.62746769197227,0.24729503593665306,0.24911567390240813,0.25091008939072423,0.25267920077021455,0.4964107098390612,0.0053841648335614944,1.8191969486692379,286.6375,0.0
beta_x,0.12,102.1567022719723,0.24643841951237286,0.24884284861236858,0.25120168915567137,0.25351704271958725,0.49528126812474144,0.007078623207214391,1.8160631319905554,286.6375,0.0
beta_x,0.15,102.67968082326885,0.2456027392810468,0.24858002837503101,0.2514876620003124,0.25432957034360987,0.4941827676560778,0.008726831062563056,1.8129611822059322,286.6375,0.0
beta_x,0.18,103.19660622083464,0.24478712419571905,0.24832670325850925,0.2517681565846644,0.25511801596110734,0.49311382745422827,0.01033089176538829,1.809890233283226,286.6375,0.0
beta_x,0.21,103.70767044312173,0.24399076691666058,0.2480823855960033,0.25204332138683383,0.25588352610050236,0.49207315251266387,0.011892759183841778,1.8068493785488366,286.6375,0.0
beta_x,0.24,104.21305537674102,0.24321289479095337,0.2478466309827466,0.2523132985470238,0.2566271756792763,0.49105952577369993,0.013414280888322916,1.8038378515782294,286.6375,0.0
beta_x,0.27,104.71293355666268,0.24245279416044033,0.24761901875500708,0.25257821825634813,0.2573499688282045,0.49007181291544744,0.014897174667764163,1.8008548157577315,286.6375,0.0
beta_x,0.3,105.2074688354986,0.24170977627061038,0.24739914549142392,0.252838232064172,0.2580528461737937,0.4891089217620343,0.01634306990318332,1.797899589348952,286.6375,0.0
beta_x,0.32999999999999996,105.69681699173282,0.2409832150655967,0.24718665504820345,0.2530934436697159,0.25873668621648394,0.48816987011380014,0.01775347115088724,1.7949713396762228,286.6375,0.0
beta_x,0.36,106.18112628367581,0.2402724814973677,0.24698119142554098,0.2533440076693014,0.2594023194077899,0.48725367292290866,0.019129837910422193,1.792069548955003,286.6375,0.0
beta_x,0.39,106.66053795498033,0.23957699795533324,0.24678244651533765,0.2535900298789101,0.2600505256504191,0.4863594444706709,0.02047352769508584,1.7891935888647654,286.6375,0.0
beta_x,0.42,107.13518669681591,0.2388962496495727,0.24659008814435604,0.2538316400647758,0.2606820221412955,0.48548633779392875,0.021785772491722782,1.7863426154744684,286.6375,0.0
beta_x,0.44999999999999996,107.6052010712111,0.23822968533870134,0.24640386496902766,0.2540689455472015,0.26129750414506947,0.48463355030772903,0.02306781880636813,1.7835162935863185,286.6375,0.0
beta_x,0.48,108.07070389951522,0.23757681889251756,0.24622347363352964,0.25430207346932665,0.26189763400462596,0.48380029252604717,0.0243208151121084,1.7807140224945073,286.6375,0.0
beta_x,0.51,108.5318126194572,0.23693720223729028,0.2460486779950546,0.25453111347771484,0.26248300628994026,0.4829858802323449,0.025545804052649973,1.7779351226478521,286.6375,0.0
beta_x,0.54,108.98863961383168,0.23631036721249268,0.24587922899462092,0.2547562008121572,0.26305420298072907,0.4821895962071136,0.026743835768236385,1.7751792584629436,286.6375,0.0
beta_x,0.57,109.44129251360081,0.23569590113584585,0.24571491203464946,0.25497739275163506,0.26361179407786967,0.4814108131704953,0.027915892942023818,1.7724458594869636,286.6375,0.0
beta_x,0.6,109.88987447779377,0.2350934108746449,0.24555549695559428,0.2551948252972677,0.26415626687249305,0.48064890783023917,0.029062855997848164,1.7697343781022243,286.6375,0.0
